id,track_name,album_name,artist,genre,popularity,duration_ms,acousticness,explicit,danceability,energy,key,loudness,mode,speechiness,instrumentalness,valence,tempo,time_signature,target
704,Enlouqueci,Os Originais Do Samba,Os Originais Do Samba,Choro,39.0,213293.0,0.705,,0.563,0.483,10.0,-13.49,1.0,0.072,,0.852,80.84,4.0,0
708,Mancada,LouvaÃ§Ã£o,Gilberto Gil,Choro,38.0,122226.0,0.828,,0.537,0.493,7.0,-12.871,1.0,0.0417,0.141,0.927,195.276,4.0,0
709,Onde Anda VocÃª,20 Grandes Sucessos De Toquinho & Vinicius,Toquinho,Choro,62.0,167600.0,0.698,,0.62,0.309,4.0,-14.528,,0.043,0.0424,0.6,109.459,3.0,0
711,Sabor a MÃ­,Canta En EspaÃ±ol Con Los Panchos,Eydie GormÃ©,Choro,63.0,168400.0,0.809,,0.651,0.376,8.0,-11.32,1.0,0.0435,1.72e-06,0.593,97.011,4.0,0
719,Papaya,La polizia ha le mani legate (Original Motion Picture Soundtrack),Stelvio Cipriani,Choro,11.0,150929.0,0.278,,0.568,0.626,2.0,-9.41,,0.0646,0.741,0.74,85.355,4.0,0
721,Cotidiano,ConstruÃ§Ã£o,Chico Buarque,Choro,58.0,168373.0,0.38,,0.477,0.835,7.0,-5.248,,0.0533,8.3e-06,0.778,89.855,4.0,0
740,Besame Mucho,Amoroso,JoÃ£o Gilberto,Choro,44.0,526200.0,0.68,,0.355,0.233,2.0,-20.342,,0.0334,0.42,0.175,114.995,4.0,0
741,Fogo do Sol,Marcos Valle,Marcos Valle,Choro,36.0,225146.0,0.914,,0.53,0.353,5.0,-13.318,1.0,0.03,0.373,0.346,162.706,4.0,0
747,Magalenha,Brasileiro,SÃ©rgio Mendes,Choro,66.0,216933.0,0.128,,0.82,0.634,9.0,-13.816,1.0,0.0747,,0.716,116.625,4.0,0
751,The Girl From Ipanema,Getz/Gilberto (Expanded Edition),Stan Getz,Choro,66.0,320253.0,0.867,,0.654,0.147,10.0,-17.844,,0.039,0.000923,0.472,130.359,4.0,0
751,The Girl From Ipanema,Getz/Gilberto (Expanded Edition),Stan Getz,Choro,66.0,320253.0,0.867,,0.654,0.147,10.0,-17.844,,0.039,0.000923,0.472,130.359,4.0,0
754,La Gloria Eres TÃº,Tito Puente Swings & Vicentico ValdÃ©s Sings,Tito Puente,Choro,35.0,190231.0,0.649,,0.542,0.427,9.0,-6.892,,0.0297,3.53e-05,0.467,93.189,4.0,0
757,Desafinado,JoÃ£o Gilberto Apresenta Chega de Saudade,JoÃ£o Gilberto,Choro,,118120.0,0.784,,0.507,0.309,6.0,-14.429,,0.0383,,0.716,82.052,4.0,0
758,Talento De TelevisiÃ³n,Mis Favoritas,Willie ColÃ³n,Choro,72.0,279320.0,0.701,,0.779,0.796,2.0,-6.675,1.0,0.0434,3.99e-05,0.938,104.947,4.0,0
760,Samba De Uma Nota So (One Note Samba),"The Composer Of Desafinado, Plays",AntÃ´nio Carlos Jobim,Choro,39.0,134360.0,0.363,,0.663,0.272,,-18.883,1.0,0.0313,0.228,0.59,143.505,4.0,0
760,Samba De Uma Nota So (One Note Samba),"The Composer Of Desafinado, Plays",AntÃ´nio Carlos Jobim,Choro,39.0,134360.0,0.363,,0.663,0.272,,-18.883,1.0,0.0313,0.228,0.59,143.505,4.0,0
761,Chega De Saudade,InÃ©dito,AntÃ´nio Carlos Jobim,Choro,51.0,233200.0,0.916,,0.484,0.405,9.0,-15.722,1.0,0.043,0.11,0.62,82.221,4.0,0
762,Chove Chuva,Samba Esquema Novo,Jorge Ben Jor,Choro,61.0,184093.0,0.644,,0.729,0.401,10.0,-9.458,1.0,0.0418,,0.549,134.704,4.0,0
769,Paulette,Objectif perfection,Balla Et Ses Balladins,Choro,46.0,462000.0,0.656,,0.785,0.436,4.0,-14.32,,0.0404,0.00399,0.92,132.446,4.0,0
777,Boondocks,The Road To Here,Little Big Town,Polyphony,63.0,272346.0,0.211,,0.41,0.78,9.0,-5.391,1.0,0.0332,,0.695,88.016,4.0,1
779,Mean,Speak Now,Taylor Swift,Polyphony,,237746.0,0.445,,0.57,0.747,4.0,-3.978,1.0,0.0426,,0.808,164.004,4.0,1
785,"You're Gonna Go Far, Kid","You're Gonna Go Far, Kid",The Offspring,Polyphony,,178453.0,0.00535,True,0.549,0.918,,-3.112,1.0,0.0679,,0.58,126.09,4.0,1
786,Savior,Appeal To Reason (International Version),Rise Against,Polyphony,,242280.0,0.00161,,0.339,0.932,5.0,-3.424,,0.0613,0.000134,0.466,112.549,4.0,0
786,Savior,Appeal To Reason (International Version),Rise Against,Polyphony,,242280.0,0.00161,,0.339,0.932,5.0,-3.424,,0.0613,0.000134,0.466,112.549,4.0,0
927,Evil Ways,Willie Bobo's Finest Hour,Willie Bobo,Modern Uplift,46.0,158840.0,0.583,,0.811,0.476,2.0,-9.468,,0.0409,1.31e-06,0.955,111.429,4.0,0
964,Ray Ban,G.L.P. 1005,I Marc 4,Modern Uplift,49.0,175071.0,0.0243,,0.657,0.439,2.0,-12.92,1.0,0.0506,0.901,0.789,79.637,4.0,0
981,Venus,True Confessions (Collector's Edition),Bananarama,Eurodance,68.0,229164.0,0.0883,,0.722,0.961,9.0,-4.812,1.0,0.0514,0.61,0.911,126.113,4.0,1
992,I Should Be So Lucky,Kylie,Kylie Minogue,Eurodance,1.0,204440.0,0.0412,,0.734,0.978,7.0,-4.568,1.0,0.034,0.422,0.845,116.082,4.0,1
997,Shattered Dreams,The Very Best Of Johnny Hates Jazz,Johnny Hates Jazz,Eurodance,49.0,209960.0,0.0313,,0.649,0.712,3.0,-9.878,1.0,0.0342,1.18e-05,0.779,121.041,4.0,1
1003,"Get Outta My Dreams, Get Into My Car",The Very Best of Billy Ocean,Billy Ocean,Eurodance,56.0,284373.0,0.0874,,0.666,0.91,4.0,-6.457,1.0,0.0399,8.41e-06,0.919,117.14,4.0,1
1011,The Loco-Motion,Kylie,Kylie Minogue,Eurodance,1.0,193920.0,0.385,,0.748,0.915,3.0,-5.23,1.0,0.0376,0.0585,0.763,129.0,4.0,1
1017,Touch Me (I Want Your Body),Samantha Fox Greatest Hits,Samantha Fox,Eurodance,48.0,222133.0,0.154,,0.664,0.679,9.0,-9.08,,0.0298,0.000307,0.722,104.851,4.0,1
1018,Self Control,Self Control,Laura Branigan,Eurodance,73.0,246440.0,0.219,,0.814,0.686,6.0,-12.172,,0.0342,0.00382,0.778,106.679,4.0,1
1022,You Came,Close (Expanded Edition),Kim Wilde,Eurodance,49.0,273773.0,0.166,,0.671,0.964,4.0,-5.756,1.0,0.0564,0.00338,0.76,119.028,4.0,1
1023,Fresh,Emergency (Reissue),Kool & The Gang,Eurodance,63.0,266560.0,0.00912,,0.838,0.381,11.0,-16.867,,0.0351,0.0988,0.95,117.708,4.0,1
1025,Somebody's Watching Me,"12"" 80s Classics",Rockwell,Eurodance,64.0,293586.0,0.115,,0.795,0.579,1.0,-7.507,,0.0348,2.92e-05,0.874,123.924,4.0,1
1032,Girl You Know It's True,Girl You Know It's True - The Best Of Milli Vanilli,Milli Vanilli,Eurodance,63.0,198573.0,0.00797,,0.772,0.822,10.0,-5.649,,0.123,0.00148,0.526,97.718,4.0,1
1035,The Great Commandment,Best Of - We Stroke The Flames,Camouflage,Eurodance,25.0,253266.0,0.11,,0.671,0.753,7.0,-11.696,1.0,0.0367,0.066,0.913,123.681,4.0,1
1036,I Can't Wait,Crystal Visions...The Very Best of Stevie Nicks,Stevie Nicks,Eurodance,40.0,275840.0,0.0037,,0.61,0.931,9.0,-4.955,,0.0874,0.00352,0.449,125.399,4.0,1
1078,"Heute hier, morgen dort",7 Lieder,Hannes Wader,German Punk,42.0,178400.0,0.815,,0.618,0.287,11.0,-15.492,1.0,0.0368,,0.743,115.986,4.0,0
1198,Eclipse,The Interstice,Brand of Sacrifice,Violin,,143016.0,0.000509,,0.563,0.916,6.0,-6.716,,0.111,0.759,0.192,112.249,4.0,0
1266,Dancing Queen,Arrival,ABBA,Operatic Pop,83.0,230400.0,0.358,,0.543,0.87,9.0,-6.514,1.0,0.0428,0.000939,0.754,100.804,4.0,1
1268,There's Nothing Holdin' Me Back,Illuminate (Deluxe),Shawn Mendes,Operatic Pop,84.0,199440.0,0.375,,0.866,0.811,11.0,-4.063,,0.0553,,0.969,121.995,4.0,1
1270,Attention,Voicenotes,Charlie Puth,Operatic Pop,80.0,208786.0,0.109,,0.775,0.613,3.0,-4.586,,0.0542,2.33e-05,0.797,100.066,4.0,1
1272,Uptown Girl,An Innocent Man,Billy Joel,Operatic Pop,80.0,197706.0,0.0755,,0.701,0.944,4.0,-2.986,1.0,0.0455,,0.792,128.993,4.0,1
1273,Piano Man,Piano Man (Legacy Edition),Billy Joel,Operatic Pop,76.0,339000.0,0.605,,0.331,0.55,,-6.483,1.0,0.0272,3.96e-06,0.429,177.734,3.0,1
1279,It's My Life,Crush,Bon Jovi,Operatic Pop,79.0,224493.0,0.0263,,0.551,0.914,,-4.063,,0.0465,1.35e-05,0.543,119.994,4.0,1
1280,Wanted Dead Or Alive,Slippery When Wet,Bon Jovi,Operatic Pop,72.0,308666.0,0.129,,0.253,0.803,7.0,-3.977,1.0,0.0392,0.0146,0.258,150.036,4.0,1
1282,Separate Ways (Worlds Apart),Frontiers,Journey,Operatic Pop,8.0,323706.0,0.0187,,0.451,0.962,,-3.947,1.0,0.0739,3.19e-06,0.376,131.438,4.0,1
1283,Faithfully,Frontiers,Journey,Operatic Pop,4.0,267080.0,0.0979,,0.39,0.644,11.0,-5.212,1.0,0.0281,,0.266,129.752,4.0,1
1284,Enter Sandman,Metallica,Metallica,Operatic Pop,4.0,331573.0,0.00206,,0.579,0.824,6.0,-8.71,,0.03,0.00903,0.635,123.331,4.0,1
1291,Sweetness,Bleed American,Jimmy Eat World,Operatic Pop,66.0,220026.0,0.00305,,0.487,0.898,5.0,-4.436,1.0,0.038,,0.597,135.331,4.0,1
1296,Addicted,Saving Abel,Saving Abel,Operatic Pop,67.0,222826.0,0.000821,True,0.512,0.864,7.0,-4.146,1.0,0.0338,,0.527,138.018,4.0,1
1297,Push,Yourself or Someone Like You,Matchbox Twenty,Operatic Pop,72.0,238666.0,0.0067,,0.42,0.672,6.0,-7.902,1.0,0.027,,0.476,168.019,4.0,0
1301,Teenagers,The Black Parade,My Chemical Romance,Operatic Pop,79.0,161920.0,0.0506,,0.463,0.857,4.0,-3.063,1.0,0.0632,,0.856,111.647,4.0,1
1302,I'm Not Okay (I Promise),Three Cheers for Sweet Revenge,My Chemical Romance,Operatic Pop,74.0,186480.0,0.00602,True,0.21,0.94,9.0,-3.427,1.0,0.123,,0.255,179.722,4.0,1
1304,The Best,Foreign Affair,Tina Turner,Operatic Pop,70.0,329800.0,0.108,,0.662,0.737,,-9.54,1.0,0.0296,0.0191,0.744,103.867,4.0,1
1307,...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears,Operatic Pop,81.0,211066.0,0.202,,0.759,0.699,,-5.745,,0.0307,0.000131,0.907,92.96,4.0,1
1308,Toxic,In The Zone,Britney Spears,Operatic Pop,83.0,198800.0,0.0249,,0.774,0.838,5.0,-3.914,,0.114,0.025,0.924,143.04,4.0,1
1310,I Want It That Way,Millennium,Backstreet Boys,Operatic Pop,83.0,213306.0,0.257,,0.689,0.694,6.0,-5.83,,0.027,,0.482,99.039,4.0,1
1314,Counting Stars,Native,OneRepublic,Operatic Pop,71.0,257840.0,0.0654,,0.663,0.706,1.0,-4.972,,0.0383,,0.474,122.013,4.0,1
1322,Cool,Happiness Begins,Jonas Brothers,Operatic Pop,57.0,167106.0,0.00873,,0.683,0.598,,-5.487,1.0,0.0424,,0.624,78.969,4.0,1
1326,Alone Together,Save Rock And Roll,Fall Out Boy,Operatic Pop,55.0,203413.0,0.00132,,0.552,0.915,4.0,-3.713,1.0,0.056,3.58e-05,0.602,90.013,4.0,1
1328,Sugar,V,Maroon 5,Operatic Pop,78.0,235493.0,0.0591,True,0.748,0.788,1.0,-7.055,1.0,0.0334,,0.884,120.076,4.0,1
1329,Sunday Morning,Songs About Jane: 10th Anniversary Edition,Maroon 5,Operatic Pop,74.0,244880.0,0.0913,,0.608,0.768,,-5.227,1.0,0.0475,,0.809,88.059,4.0,1
1332,Wish I Knew You,Men Amongst Mountains,The Revivalists,Operatic Pop,66.0,274093.0,0.142,,0.649,0.718,,-6.593,,0.0261,0.0713,0.718,101.034,4.0,1
1333,Grace Kelly,Life in Cartoon Motion,MIKA,Operatic Pop,58.0,187733.0,0.0194,,0.671,0.82,,-5.796,1.0,0.048,0.0133,0.685,122.361,4.0,1
1337,Brown Eyed Girl,Blowin' Your Mind!,Van Morrison,Operatic Pop,82.0,183306.0,0.185,,0.491,0.583,7.0,-10.964,1.0,0.0376,,0.908,150.566,4.0,1
1338,Rock Me Gently,Greatest Hits,Andy Kim,Operatic Pop,49.0,208333.0,0.231,,0.719,0.703,,-8.306,1.0,0.0545,9e-05,0.776,123.173,4.0,1
1344,My Friends Over You,Sticks And Stones,New Found Glory,Operatic Pop,61.0,220200.0,0.000186,,0.404,0.98,2.0,-4.021,1.0,0.107,,0.433,177.797,4.0,1
1346,Pretty Fly (For A White Guy),Americana,The Offspring,Operatic Pop,75.0,188666.0,0.088,,0.723,0.895,11.0,-3.707,,0.102,,0.963,143.373,4.0,1
1349,My Own Worst Enemy,A Place In The Sun,Lit,Operatic Pop,74.0,169026.0,0.00129,True,0.494,0.946,4.0,-2.757,1.0,0.0637,,0.741,103.408,4.0,1
1350,Somewhere I Belong,Meteora (Bonus Edition),Linkin Park,Operatic Pop,53.0,213933.0,0.000386,,0.451,0.951,1.0,-3.754,1.0,0.0645,2.56e-06,0.441,162.041,4.0,1
1352,Every Breath You Take,Synchronicity (Remastered 2003),The Police,Operatic Pop,86.0,253920.0,0.543,,0.82,0.452,1.0,-9.796,1.0,0.0348,0.00294,0.74,117.401,4.0,1
1353,Message In A Bottle,Reggatta De Blanc (Remastered 2003),The Police,Operatic Pop,75.0,290280.0,0.0338,,0.577,0.808,1.0,-7.04,,0.039,1.33e-05,0.869,151.008,4.0,1
1353,Message In A Bottle,Reggatta De Blanc (Remastered 2003),The Police,Operatic Pop,75.0,290280.0,0.0338,,0.577,0.808,1.0,-7.04,,0.039,1.33e-05,0.869,151.008,4.0,1
1354,Every Little Thing She Does Is Magic,Ghost In The Machine (Remastered 2003),The Police,Operatic Pop,73.0,260573.0,0.121,,0.558,0.768,2.0,-9.997,1.0,0.0343,0.0626,0.429,81.909,4.0,1
1356,Little Lion Man,Sigh No More,Mumford & Sons,Operatic Pop,3.0,246973.0,0.0293,True,0.517,0.481,5.0,-8.273,1.0,0.0272,1.79e-05,0.461,138.51,4.0,1
1357,I Will Wait,Babel (Deluxe Version),Mumford & Sons,Operatic Pop,2.0,276720.0,0.00993,,0.48,0.756,1.0,-5.399,1.0,0.0333,0.00704,0.447,131.127,4.0,1
1361,Wake Me Up Before You Go-Go,Make It Big,Wham!,Operatic Pop,79.0,231333.0,0.271,,0.62,0.573,,-11.893,1.0,0.0423,,0.897,81.548,4.0,1
1364,Someone Like You,21,Adele,Operatic Pop,77.0,285240.0,0.893,,0.556,0.319,9.0,-8.251,1.0,0.0281,,0.294,135.187,4.0,1
1437,Welcome To The Jungle,Appetite For Destruction,Guns N' Roses,Athens Indie,31.0,272026.0,0.0235,True,0.447,0.954,8.0,-8.069,1.0,0.0751,0.403,0.331,123.453,4.0,1
1438,Dream On,Aerosmith,Aerosmith,Athens Indie,11.0,266960.0,0.388,,0.307,0.433,1.0,-10.057,1.0,0.029,9.08e-05,0.224,160.9,4.0,1
1439,Numb,Meteora,Linkin Park,Athens Indie,87.0,187520.0,0.00353,,0.488,0.87,6.0,-4.185,,0.0421,,0.211,110.072,4.0,1
1440,Californication,Californication (Deluxe Edition),Red Hot Chili Peppers,Athens Indie,82.0,329733.0,0.0021,,0.592,0.767,9.0,-2.788,,0.027,0.00165,0.328,96.483,4.0,1
1441,Back In Black,Back In Black,AC/DC,Athens Indie,83.0,255493.0,0.011,,0.31,0.7,9.0,-5.678,1.0,0.047,0.00965,0.763,188.386,4.0,1
1445,Creep,Pablo Honey,Radiohead,Athens Indie,24.0,238640.0,0.0102,True,0.515,0.43,7.0,-9.935,1.0,0.0369,0.000141,0.104,91.841,4.0,1
1447,Uprising,The Resistance,Muse,Athens Indie,74.0,304840.0,0.000202,,0.602,0.905,2.0,-4.046,1.0,0.0775,0.064,0.411,128.019,4.0,1
1447,Uprising,The Resistance,Muse,Athens Indie,74.0,304840.0,0.000202,,0.602,0.905,2.0,-4.046,1.0,0.0775,0.064,0.411,128.019,4.0,1
1449,Call Me When You're Sober,The Open Door,Evanescence,Athens Indie,69.0,214706.0,0.00193,,0.45,0.883,7.0,-4.094,1.0,0.0524,,0.328,93.41,4.0,1
1451,How You Remind Me,Silver Side Up,Nickelback,Athens Indie,83.0,223840.0,0.00135,,0.446,0.764,10.0,-5.042,1.0,0.033,,0.543,172.094,4.0,1
1458,You Got It,Mystery Girl,Roy Orbison,Athens Indie,69.0,210266.0,0.596,,0.649,0.618,9.0,-10.728,1.0,0.0265,1.46e-06,0.667,114.688,4.0,1
1460,This Love,Songs About Jane: 10th Anniversary Edition,Maroon 5,Athens Indie,82.0,206200.0,0.0525,,0.712,0.862,5.0,-4.612,,0.0378,,0.809,95.051,4.0,1
1469,I Put A Spell On You,Chronicle: 20 Greatest Hits (Ecopac),Creedence Clearwater Revival,Athens Indie,30.0,271920.0,0.000479,,0.415,0.622,4.0,-9.828,,0.0276,0.0857,0.643,103.773,4.0,1
1476,Sultans Of Swing,Dire Straits (Remastered),Dire Straits,Athens Indie,1.0,348624.0,0.0771,,0.731,0.797,5.0,-9.992,1.0,0.0309,0.0248,0.933,148.192,4.0,1
1481,The Unforgiven,Metallica,Metallica,Athens Indie,72.0,386493.0,0.0108,,0.54,0.584,7.0,-9.579,1.0,0.0254,0.00296,0.244,139.261,4.0,1
1482,Nothing Else Matters,Metallica,Metallica,Athens Indie,78.0,388266.0,0.0458,,0.553,0.362,4.0,-11.218,,0.0263,6.01e-06,0.158,142.352,3.0,1
1483,Send Me An Angel,Crazy World,Scorpions,Athens Indie,69.0,273333.0,0.434,,0.153,0.417,1.0,-11.587,1.0,0.0318,0.000622,0.166,80.87,3.0,1
1484,Wind Of Change,Crazy World,Scorpions,Athens Indie,78.0,312360.0,0.315,,0.452,0.524,,-10.108,1.0,0.0351,,0.246,151.505,4.0,1
1485,Smells Like Teen Spirit,Nevermind (Deluxe Edition),Nirvana,Athens Indie,12.0,301920.0,2.55e-05,,0.502,0.912,1.0,-4.556,1.0,0.0564,0.000173,0.72,116.761,4.0,1
1488,Feel It Still,Woodstock,Portugal. The Man,Athens Indie,78.0,163253.0,0.0417,,0.801,0.795,1.0,-5.115,,0.0504,0.000113,0.754,79.028,4.0,1
1500,Here I Go Again,Whitesnake's Greatest Hits,Whitesnake,Athens Indie,55.0,232800.0,0.151,,0.484,0.877,7.0,-5.434,1.0,0.0337,0.00017,0.687,92.975,4.0,1
1502,Still Got The Blues,The Platinum Collection,Gary Moore,Athens Indie,39.0,372466.0,0.164,,0.191,0.615,9.0,-6.274,,0.0369,0.000172,0.301,165.464,3.0,1
1505,Joey,Bloodletting,Concrete Blonde,Athens Indie,,248959.0,0.0149,,0.603,0.783,7.0,-5.307,1.0,0.0298,0.0247,0.352,118.7,4.0,1
1509,Always,Cross Road,Bon Jovi,Athens Indie,5.0,353320.0,0.117,,0.377,0.658,4.0,-5.589,1.0,0.0318,,0.307,143.713,4.0,1
1510,Come As You Are,Nevermind (Deluxe Edition),Nirvana,Athens Indie,9.0,218920.0,0.00016,,0.5,0.824,4.0,-5.846,,0.0388,0.00161,0.539,120.125,4.0,1
1511,Do I Wanna Know?,AM,Arctic Monkeys,Athens Indie,84.0,272394.0,0.186,,0.548,0.532,5.0,-7.596,1.0,0.0323,0.000263,0.405,85.03,4.0,1
1512,Fly Away,5,Lenny Kravitz,Athens Indie,73.0,221332.0,0.018,,0.587,0.872,7.0,-5.066,1.0,0.0484,,0.735,159.925,4.0,1
1515,Born To Be Wild,Steppenwolf,Steppenwolf,Athens Indie,71.0,210373.0,0.262,,0.438,0.71,2.0,-12.412,1.0,0.0919,0.537,0.53,145.928,4.0,1
1516,Born To Be My Baby,New Jersey (Deluxe Edition),Bon Jovi,Athens Indie,60.0,280106.0,0.0089,,0.534,0.959,7.0,-4.289,1.0,0.0379,,0.756,131.278,4.0,1
1517,Poison,Trash,Alice Cooper,Athens Indie,71.0,270080.0,0.0327,,0.28,0.908,2.0,-5.509,,0.109,8.85e-06,0.26,118.698,4.0,1
1517,Poison,Trash,Alice Cooper,Athens Indie,71.0,270080.0,0.0327,,0.28,0.908,2.0,-5.509,,0.109,8.85e-06,0.26,118.698,4.0,1
1518,I'll Be There For You,New Jersey (Deluxe Edition),Bon Jovi,Athens Indie,66.0,346586.0,0.0532,,0.437,0.727,2.0,-5.432,1.0,0.0293,,0.233,73.029,4.0,1
1523,I Was Made For Lovin' You,Dynasty,KISS,Athens Indie,81.0,271240.0,0.214,,0.768,0.852,4.0,-6.215,1.0,0.038,7.36e-05,0.867,128.373,4.0,1
1524,November Rain,Use Your Illusion I,Guns N' Roses,Athens Indie,77.0,536066.0,0.016,,0.294,0.64,11.0,-9.316,1.0,0.0291,0.22,0.226,79.79,4.0,1
1526,Somebody Told Me,Hot Fuss,The Killers,Athens Indie,55.0,197280.0,6.78e-05,,0.502,0.972,10.0,-3.96,,0.0793,0.000702,0.729,138.019,4.0,1
1532,(I Just) Died In Your Arms,Broadcast,Cutting Crew,Athens Indie,77.0,280400.0,0.0158,,0.625,0.726,11.0,-11.402,,0.0444,0.000169,0.507,124.945,4.0,1
1551,Hung Up,Confessions on a Dance Floor,Madonna,Electro Swing,74.0,337733.0,0.0039,,0.649,0.647,9.0,-7.695,,0.0452,0.161,0.405,125.02,4.0,1
1557,Kryptonite,The Better Life,3 Doors Down,Electro Swing,78.0,233933.0,0.00664,,0.545,0.865,11.0,-5.708,,0.0286,1.1e-05,0.543,99.005,4.0,1
1561,Celebrity Skin,Celebrity Skin,Hole,Electro Swing,68.0,162666.0,9.44e-06,,0.438,0.905,9.0,-6.161,1.0,0.0419,5.4e-05,0.723,134.163,4.0,1
1567,Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,Electro Swing,15.0,354520.0,0.0866,True,0.454,0.91,6.0,-7.766,1.0,0.0448,0.0996,0.629,125.116,4.0,1
1568,Happy,Despicable Me 2 (Original Motion Picture Soundtrack),Pharrell Williams,Electro Swing,3.0,233305.0,0.286,,0.652,0.757,1.0,-6.819,1.0,0.153,,0.962,159.911,4.0,1
1575,Seasons (Waiting On You),Singles,Future Islands,Electro Swing,,226440.0,0.136,,0.498,0.721,10.0,-5.232,1.0,0.0282,0.7,0.589,140.027,4.0,0
1576,Sex Beat,Fire of Love,The Gun Club,Electro Swing,,167200.0,0.287,,0.64,0.864,11.0,-9.752,,0.0287,1.91e-06,0.577,91.576,4.0,0
1582,Blue Orchid,Get Behind Me Satan,The White Stripes,Electro Swing,,158280.0,0.11,,0.481,0.638,10.0,-8.428,,0.311,5.76e-06,0.675,151.235,4.0,1
1585,Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,Electro Swing,86.0,242373.0,0.0954,,0.486,0.617,5.0,-7.115,,0.0287,3.23e-06,0.417,138.015,4.0,1
1588,American Idiot,American Idiot,Green Day,Electro Swing,79.0,176346.0,2.64e-05,True,0.38,0.988,1.0,-2.042,1.0,0.0639,7.86e-05,0.769,186.113,4.0,1
1591,What I've Done,Minutes to Midnight,Linkin Park,Electro Swing,81.0,205226.0,0.0092,,0.627,0.935,5.0,-4.882,1.0,0.0324,,0.287,120.092,4.0,1
1594,Seven Nation Army,Elephant,The White Stripes,Electro Swing,2.0,231920.0,0.00666,,0.745,0.466,4.0,-7.62,,0.0864,0.35,0.303,123.889,4.0,1
1679,I Will Not Bow,Dear Agony,Breaking Benjamin,Avantgarde Metal,68.0,216733.0,0.000165,,0.533,0.955,8.0,-3.708,1.0,0.0653,1.36e-05,0.55,107.984,4.0,1
1679,I Will Not Bow,Dear Agony,Breaking Benjamin,Avantgarde Metal,68.0,216733.0,0.000165,,0.533,0.955,8.0,-3.708,1.0,0.0653,1.36e-05,0.55,107.984,4.0,1
1681,Breath,Phobia (Clean Version),Breaking Benjamin,Avantgarde Metal,68.0,218466.0,0.00012,,0.347,0.868,5.0,-4.145,,0.0467,0.000273,0.313,182.851,4.0,1
1682,All These Things I Hate (Revolve Around Me),The Poison,Bullet For My Valentine,Avantgarde Metal,54.0,225440.0,0.0303,,0.488,0.88,6.0,-3.505,,0.0513,,0.485,94.004,3.0,0
1687,So Cold,Shallow Bay: The Best Of Breaking Benjamin (Explicit),Breaking Benjamin,Avantgarde Metal,53.0,273040.0,0.00225,,0.485,0.776,,-5.472,,0.0525,0.000102,0.26,153.055,4.0,1
